,Customer Name,Review Title,Rating,Reviews
918,Vinay,Not working..Need to restart it again again,1.0 out of 5 stars,  This is not working after one month. I need to restart to see online....and It will work for one day...What is use if u need to restart it again again....
919,Ramesh V,Working fine for 15 months,5.0 out of 5 stars,  The camera has been working fine for the last 15 months.Monitoring from remote has been excellent.I would definitely recommend this IP camera.
920,PKSingh,Excellent,5.0 out of 5 stars,  Excellent quality and beautifully built
921,Prashant Biyani,"cheap quality camera, stopped working in 1 month,keeps on disconnecting",1.0 out of 5 stars,"  cheap quality camera, stopped working in 1 month,keeps on disconnecting"
922,parth,Best Camera on Amazon,5.0 out of 5 stars,"  Value for money , hd video playback, flexible viewing angles , WIFI compulsory"
923,Prabhat C.,Quality,1.0 out of 5 stars,  Very bad  quality selling by amazon don't purchase via amazon
924,Venkateswara reddy,Gud,4.0 out of 5 stars,  Gud
925,priyanka,Stopped working,1.0 out of 5 stars,  After 4 days of installation it has stopped working. Pls help
926,Amazon Customer,100/90 ok,5.0 out of 5 stars,  100/90 ok
927,binoy,Working well,5.0 out of 5 stars,  After 1 day..product is working very well...
928,Kaushal,"after buying it, feel like you are ahead of all world",5.0 out of 5 stars,"  just go for itit's like small robot, very usefull at work place.bought it at 2250 +600 sd card.best operating from all around the world"
929,Sanjay Kumar Agrawal,Excellent,5.0 out of 5 stars,  Excellent 👍👌
930,Abdulrajak Kaladagi,Weste of money,1.0 out of 5 stars,  Bakwas product you must have wifi then only its works. It will not work on offline.
931,Kuldeep,Worst product and service of Amazon,1.0 out of 5 stars,  Very worst product from Amazon.. Install ही nhi hota... Wifi connected nhi hota..
932,AMAN DEEP SINGH,Good product.,5.0 out of 5 stars,  Working good. Picture quality is good. Movement is fine.
933,TaD,VFM,5.0 out of 5 stars,  U can not better deal with so nany features
934,Sachin,Good Product,5.0 out of 5 stars,  It's actually good.... One thing I would expect from this is we should be able to connect to this device with our mobile without internet connectivity.
935,Dr rag,Go for it,5.0 out of 5 stars,  Used it for about 20 days when I wasn't home . Works as advertised . But seems to detect motion when there isn't any .
936,Jackson,Not recommended,1.0 out of 5 stars,"  Please don't buy. It has lot of issues in connecting with mobile app. Even after replacing the device,  the same behavior is observed."
937,Amazon Customer,A good product with good features,5.0 out of 5 stars,  Value for money. I fell from 7 fit high  and still working fine. Go for this sturdy body.
938,Amazon Customer,nice camera,5.0 out of 5 stars,  awsome product
939,Safayath,Wonderful,5.0 out of 5 stars,  Wonderful
940,Dharmendra Kumar sharma,Awesome,5.0 out of 5 stars,"  Awesome product, good mi brand, good delivery, thanks amazon"
941,Sanchit,"Amazing product, don't look any further. Great value and package.",5.0 out of 5 stars,"  Amazing product, don't look any further. Great value and package."
942,vel,"Ok, need to improve",5.0 out of 5 stars,  Picture quality has to be improve. Not much high clarity in face also.
943,Ferocem,Excellent,5.0 out of 5 stars,  Best camera very user friendly. Most features available on app. Liked first hence bought second
944,namrata,Good,5.0 out of 5 stars,  Very good product
945,manoj nair,Excellent Camera,5.0 out of 5 stars,  Excellent camera. Really helping me to monitor hone and kids when I am away.  Even recording works perfectly.  Very happy with product so far.
946,Somali Debasisa,Worst product,1.0 out of 5 stars,  Don't buy this ..camera is getting off line again and again
947,@Mohit881923,Must buy | excellent product,5.0 out of 5 stars,  Excellent product
948,Hyder Pardiwala,Good,5.0 out of 5 stars,  Superb product. Value for money.
949,VBR,good product,5.0 out of 5 stars,  great. value for money
950,Amazon Customer,Excellent,5.0 out of 5 stars,"  Excellent, go for it"
951,abhi.sahoo,Great but still some improvement needed!!!,5.0 out of 5 stars,  Great product but accessories like base holder quality needs to be improved
952,Sridevi,Go for it..,5.0 out of 5 stars,  Good product
953,KETR,Good,4.0 out of 5 stars,  Good and usefull
954,mohammed amjed,Realy good,5.0 out of 5 stars,"  It is realy good device, easy to use with wifi. Night camera is also good. However night camera will not work if the device is keptinside a glass screen."
955,Mani&mani,60 percentage,3.0 out of 5 stars,  Micro SD card not working many more times.  Then restart frequently.
956,Prantanu Das,Incredible @ Amazing..!!,5.0 out of 5 stars,  Incredibly Brilliant Innovation by Xiaomi..!
957,Jannat tent house,Amazing and excellent,5.0 out of 5 stars,   Very very helpful and 💕😍 amazing product I am now happy
958,Camera quality is poor.,Unable to connect with v15pro,1.0 out of 5 stars,  Unable to connect with v15pro.
959,Amazon Customer,It is not as per my expectation,1.0 out of 5 stars,  Worst
960,Amazon Customer,Good product,4.0 out of 5 stars,  Not to good but its fine for initial use
961,Hari Swami,Good product,4.0 out of 5 stars,  Picture quality is god and best motion detection
962,R.K.REDDY,Good,3.0 out of 5 stars,  Price is high
963,deepak arya,plz give me my  refund .,2.0 out of 5 stars,  product is good but i am not satisfied. plz your return this item and .give me my money.
964,Amazon Customer,So So.,2.0 out of 5 stars,  So. So...
965,A. Lohar,All good except that talk back doesn't work.,2.0 out of 5 stars,"  A key reason for me to buy this product was the talk back feature. Now this is totally a spoiler. The audio output is almost 0,nothing can be heard."
966,Vidhya Prabu,Good purchase,5.0 out of 5 stars,  Motion detection is not as promised. But except all is as said and good.
967,Amazon Customer,Need to improve,4.0 out of 5 stars,  Okay.. but getting hang after 20 hrs of live.Need to restart to continue
968,Amit Singh,"Not a great device, but picture quality too good.",3.0 out of 5 stars,"  After 3 month's use it always say ""device offline""."
969,Anupam Shivraj,Good wifi camera,5.0 out of 5 stars,  Motion detection is amazingly quick and perfect. Design is beautiful and price is reasonably good.
970,Prasanth kumar,Good,4.0 out of 5 stars,  Good
971,madhukiran polani,Value for money,5.0 out of 5 stars,  Value for money. motion detection notification can be improved. Few notification are delivered late and sharing to view option to family members not working
972,santosh,WORKS WELL,5.0 out of 5 stars,  Working good so far received it on 18 Aug 2019. clear videos can be seen on mobile 4G outside home Wifi. Alerts can be set for any movements in surveillance area.
973,Sunny Roy,Superfine Product,5.0 out of 5 stars,"  Superfine product, every penny worth it. Must buy."
974,navneet kadian,Software issue,1.0 out of 5 stars,  Started malfunctioning after 2 months.
975,Romi,Super quality camera,5.0 out of 5 stars,  It’s a super quality camera with all the features. Microphone feature is good. One can literally talk via camera. Picture quality is excellent. Must buy.
976,NAVNEET PARASHAR,Worth buying product,5.0 out of 5 stars,  Excellent product
977,Sanjay Kumar,Fabulous !,5.0 out of 5 stars,  First ever product that I have ever ordered on online shopping I am super happy with .At this price I will say you can’t get anything better.Planning to buy more !
978,Raj Kishore Singh,Very good item.,4.0 out of 5 stars,  Very good item.
979,Paras,nice but expensive,3.0 out of 5 stars,"  it is good, but is expensiveone limitation is that, it is not having auto mode for rotationand it has very limited top bottom rotation"
980,Alavandar.C,*,4.0 out of 5 stars,  good
981,Amazon Customer,Superhit,5.0 out of 5 stars,  Excellent product.... Paisa wasool
982,Sanket,Excellent,5.0 out of 5 stars,  Excellent product in this price
983,MOHAMMED MUZAMMIL,.,4.0 out of 5 stars,  Night vision is the best and picture quality also bestMotion detection is not the best
984,Pankaj,Good for home 🏡,5.0 out of 5 stars,  It's a good camera for home servilance.
985,Amazon Customer,great,4.0 out of 5 stars,  nice one
986,shad,Satisfied with this,4.0 out of 5 stars,  Amazing product. Saves you a lot of money. Much better than installing a cctv if you have a wifi connection at home. Also really easy to install.
987,Amazon Customer,ideal cctv camera,5.0 out of 5 stars,  good quality
988,saravanan,Nice,4.0 out of 5 stars,  All perfect
989,Rohit Ahlawat,Good,5.0 out of 5 stars,  Working good.
990,Ashish,Nice,5.0 out of 5 stars,  Good
991,Small Wonder,Buy one now!,5.0 out of 5 stars,  Excellent home camera
992,Amazon Customer,MUST BUY,5.0 out of 5 stars,  A real wow product. So far amazing experience....Records audio too...
993,Kranthi,Excellent,5.0 out of 5 stars,  No doubt it is very good security camera
994,Abhay,Perfect for home,5.0 out of 5 stars,  Damn good for home purpose
995,D.p,Good,5.0 out of 5 stars,  Good
996,SRINATH,Waste of money,1.0 out of 5 stars,  Night videos are not working please don't buy it
997,Srinivas.A,Good choice but,5.0 out of 5 stars,"  Overall product have good features, while connecting to network it always prompts for QR code authenticationanyway nice camera..."
998,Amazon Customer,Dog camera,5.0 out of 5 stars,  Best to watch dogs when you leave them alone at home
999,Md M.,Good product,5.0 out of 5 stars,  Good
1000,Shamiliqbal,110% worth for money.,5.0 out of 5 stars,  Pakka worth for money instead of paying a lot for cctv and motion detection is superb feature.
